Source,Target,Weight,SourceZone,TargetZone
DEU,CHE,25867.08,Europe,Europe
DEU,THA,43.692,Europe,Asia
DEU,ARE,13221.382000000001,Europe,Asia
DEU,UGA,8991.449,Europe,Africa
DEU,UKR,843.532,Europe,Europe
DEU,MKD,0.431,Europe,Europe
DEU,GBR,49654.46000000001,Europe,Europe
DEU,TZA,20867.474,Europe,Africa
DEU,USA,15.364,Europe,North America
GHA,BEL,1.703,Africa,Europe
GHA,DEU,0.006,Africa,Europe
GHA,ITA,0.017,Africa,Europe
GHA,MOZ,0.004,Africa,Africa
GHA,QAT,0.015,Africa,Asia
GHA,GBR,0.012,Africa,Europe
GHA,USA,0.054,Africa,North America
GRC,ALB,189.756,Europe,Europe
GRC,BEL,0.952,Europe,Europe
GRC,BGR,25.25,Europe,Europe
GRC,CAN,0.574,Europe,North America
GRC,CYP,1585.0339999999999,Europe,Asia
GRC,GEO,11.071,Europe,Asia
GRC,DEU,4.197,Europe,Europe
GRC,HUN,0.002,Europe,Europe
GRC,ISR,26.147,Europe,Asia
GRC,ITA,46185.990000000005,Europe,Europe
GRC,MLT,0.057,Europe,Europe
GRC,MAR,1.081,Europe,Africa
GRC,NLD,1199.583,Europe,Europe
GRC,NZL,0.077,Europe,Oceania
GRC,ROU,68.495,Europe,Europe
GRC,SRB,1.498,Europe,Europe
GRC,ZAF,0.391,Europe,Africa
GRC,SWE,0.012,Europe,Europe
GRC,TUN,17355.167,Europe,Africa
GRC,TUR,13984.497,Europe,Asia
GRC,MKD,129.08599999999998,Europe,Europe
GRC,GBR,0.042,Europe,Europe
GTM,BLZ,84.22,North America,North America
GTM,SLV,0.101,North America,North America
GTM,HND,0.046,North America,North America
GTM,USA,0.4,North America,North America
GIN,BEL,1.125,Africa,Europe
HND,SLV,0.075,North America,North America
HKG,AUT,2.564,Asia,Europe
HKG,CHN,2.621,Asia,Asia
HKG,MAC,0.057,Asia,Asia
HUN,ALB,40.24,Europe,Europe
HUN,AUT,77472.45300000001,Europe,Europe
HUN,BIH,37230.926999999996,Europe,Europe
HUN,BGR,3516.46,Europe,Europe
HUN,CHN,61.679,Europe,Asia
HUN,HRV,23633.959,Europe,Europe
HUN,CYP,834.813,Europe,Asia
HUN,CZE,301.936,Europe,Europe
HUN,DNK,88.438,Europe,Europe
HUN,FRA,1846.565,Europe,Europe
HUN,DEU,28616.5,Europe,Europe
HUN,GRC,16625.703,Europe,Europe
HUN,IRL,34.14,Europe,Europe
HUN,ISR,39303.532,Europe,Asia
HUN,ITA,238204.99,Europe,Europe
HUN,LTU,10.0,Europe,Europe
HUN,MLT,1647.199,Europe,Europe
HUN,MDA,2.397,Europe,Europe
HUN,MNE,4.833,Europe,Europe
HUN,NLD,14079.57,Europe,Europe
HUN,NOR,32.238,Europe,Europe
HUN,POL,2490.859,Europe,Europe
HUN,ROU,87914.209,Europe,Europe
HUN,SRB,3398.4469999999997,Europe,Europe
HUN,SVK,766.406,Europe,Europe
HUN,SVN,22298.748,Europe,Europe
HUN,ESP,321.948,Europe,Europe
HUN,CHE,724.52,Europe,Europe
HUN,TUR,3897.261,Europe,Asia
HUN,UKR,0.815,Europe,Europe
HUN,MKD,1280.818,Europe,Europe
HUN,GBR,2.77,Europe,Europe
IDN,AUT,0.96,Asia,Europe
IDN,DEU,0.096,Asia,Europe
IDN,THA,0.014,Asia,Asia
IRN,AUT,0.5,Asia,Europe
IRN,DEU,1.018,Asia,Europe
IRN,NZL,0.191,Asia,Oceania
IRN,NOR,0.861,Asia,Europe
IRN,ARE,0.022,Asia,Asia
IRN,GBR,1.22,Asia,Europe
IRQ,TUR,460.193,Asia,Asia
IRL,DNK,0.07,Europe,Europe
IRL,FIN,0.383,Europe,Europe
IRL,ISL,0.117,Europe,Europe
IRL,NLD,27.434,Europe,Europe
IRL,ESP,1446.517,Europe,Europe
IRL,SWE,1.949,Europe,Europe
IRL,GBR,13476.841,Europe,Europe
ISR,AUT,0.062,Asia,Europe
ISR,CAN,0.001,Asia,North America
ISR,CHN,2.0,Asia,Asia
ISR,DNK,401.0,Asia,Europe
ISR,FRA,0.383,Asia,Europe
ISR,DEU,8.0,Asia,Europe
ISR,JOR,250.0,Asia,Asia
ISR,MEX,1.0,Asia,North America
ISR,ESP,0.056,Asia,Europe
ISR,CHE,1.0,Asia,Europe
ISR,TUR,80.0,Asia,Asia
ISR,GBR,8.0,Asia,Europe
ISR,USA,15.278,Asia,North America
ITA,ALB,1113.439,Europe,Europe
ITA,AZE,0.459,Europe,Asia
ITA,ARG,17.383,Europe,South America
ITA,AUS,2.837,Europe,Oceania
ITA,AUT,222.297,Europe,Europe
ITA,BEL,243.337,Europe,Europe
ITA,BIH,0.152,Europe,Europe
ITA,BGR,33.29,Europe,Europe
ITA,CAN,16.587,Europe,North America
ITA,CHL,0.559,Europe,South America
ITA,CHN,0.108,Europe,Asia
ITA,HRV,166.62900000000002,Europe,Europe
ITA,CYP,107.196,Europe,Asia
ITA,CZE,19.725,Europe,Europe
ITA,DNK,70.604,Europe,Europe
ITA,EST,0.398,Europe,Europe
ITA,FIN,32.62,Europe,Europe
ITA,FRA,13472.741,Europe,Europe
ITA,DEU,5053.360000000001,Europe,Europe
ITA,GRC,1686.418,Europe,Europe
ITA,HKG,1.905,Europe,Asia
ITA,HUN,128.234,Europe,Europe
ITA,IRQ,16.786,Europe,Asia
ITA,IRL,2.314,Europe,Europe
ITA,ISR,1.841,Europe,Asia
ITA,JPN,32.157,Europe,Asia
ITA,KAZ,31.403,Europe,Asia
ITA,JOR,0.743,Europe,Asia
ITA,KOR,0.027,Europe,Asia
ITA,LBN,52.512,Europe,Asia
ITA,LTU,3.857,Europe,Europe
ITA,LUX,44.782,Europe,Europe
ITA,MWI,0.082,Europe,Africa
ITA,MLT,1355.573,Europe,Europe
ITA,MAR,188.785,Europe,Africa
ITA,NLD,116.738,Europe,Europe
ITA,NOR,13.580000000000002,Europe,Europe
ITA,PER,6.548,Europe,South America
ITA,POL,4.683,Europe,Europe
ITA,PRT,445.23699999999997,Europe,Europe
ITA,ROU,900.5199999999999,Europe,Europe
ITA,RUS,27.065,Europe,Asia
ITA,SEN,5.761,Europe,Africa
ITA,SRB,58.696,Europe,Europe
ITA,SGP,0.154,Europe,Asia
ITA,SVK,66.99100000000001,Europe,Europe
ITA,SVN,207.712,Europe,Europe
ITA,ESP,412.74,Europe,Europe
ITA,SWE,94.589,Europe,Europe
ITA,CHE,3626.471,Europe,Europe
ITA,THA,9.718,Europe,Asia
ITA,ARE,4.763999999999999,Europe,Asia
ITA,TUN,1320.7,Europe,Africa
ITA,TUR,123.703,Europe,Asia
ITA,GBR,2282.209,Europe,Europe
ITA,USA,518.864,Europe,North America
ITA,ZMB,0.127,Europe,Africa
CIV,BEL,0.531,Africa,Europe
CIV,CAN,0.001,Africa,North America
CIV,GHA,1.368,Africa,Africa
CIV,NER,2.731,Africa,Africa
CIV,BFA,940.285,Africa,Africa
JPN,KHM,0.8959999999999999,Asia,Asia
JPN,FRA,0.077,Asia,Europe
JPN,IDN,0.201,Asia,Asia
JPN,KOR,0.6,Asia,Asia
JPN,NLD,6.435,Asia,Europe
JPN,PHL,0.385,Asia,Asia
JPN,SGP,353.562,Asia,Asia
JPN,CHE,0.15,Asia,Europe
KAZ,AFG,56971.166,Asia,Asia
KAZ,AZE,45722.156,Asia,Asia
KAZ,BEL,2548.398,Asia,Europe
KAZ,BLR,470.552,Asia,Europe
KAZ,CHN,104253.94,Asia,Asia
KAZ,DNK,464.751,Asia,Europe
KAZ,FIN,1110.135,Asia,Europe
KAZ,FRA,7.637,Asia,Europe
KAZ,GEO,12039.608,Asia,Asia
KAZ,DEU,152.371,Asia,Europe
KAZ,GRC,4068.265,Asia,Europe
KAZ,IRN,1132.467,Asia,Asia
KAZ,ITA,30461.146,Asia,Europe
KAZ,KGZ,27709.131,Asia,Asia
KAZ,LTU,41.405,Asia,Europe
KAZ,MYS,272.324,Asia,Asia
KAZ,NLD,2409.395,Asia,Europe
KAZ,NOR,1985.549,Asia,Europe
KAZ,POL,1282.5249999999999,Asia,Europe
KAZ,RUS,43318.403999999995,Asia,Asia
KAZ,VNM,2908.484,Asia,Asia
KAZ,SWE,3166.151,Asia,Europe
KAZ,TJK,197798.408,Asia,Asia
KAZ,TUN,5015.497,Asia,Africa
KAZ,TUR,43547.227,Asia,Asia
KAZ,TKM,47258.632,Asia,Asia
KAZ,GBR,8565.964,Asia,Europe
KAZ,UZB,372444.295,Asia,Asia
JOR,AUS,20.579,Asia,Oceania
JOR,DNK,0.022,Asia,Europe
JOR,DEU,13.196,Asia,Europe
JOR,IRQ,24.225,Asia,Asia
JOR,ISR,93.277,Asia,Asia
JOR,NLD,1.579,Asia,Europe
JOR,ROU,3.206,Asia,Europe
JOR,CHE,1.532,Asia,Europe
JOR,TUR,0.144,Asia,Asia
KEN,CAN,0.1,Africa,North America
KEN,FRA,1.066,Africa,Europe
KEN,ISR,2.949,Africa,Asia
KEN,ITA,0.007,Africa,Europe
KEN,NLD,0.083,Africa,Europe
KEN,RWA,551.52,Africa,Africa
KEN,SYC,33.209,Africa,Africa
KEN,SSD,0.078,Africa,Africa
KEN,UGA,459.03299999999996,Africa,Africa
KEN,GBR,0.017,Africa,Europe
KEN,USA,0.1,Africa,North America
KOR,CHN,1.127,Asia,Asia
KOR,IDN,128.954,Asia,Asia
KOR,NLD,0.045,Asia,Europe
KOR,SGP,1.886,Asia,Asia
KWT,JOR,622.419,Asia,Asia
KWT,SEN,0.14,Asia,Africa
KWT,ESP,0.959,Asia,Europe
KGZ,USA,0.002,Asia,North America
LAO,CHN,235.497,Asia,Asia
LAO,ZAF,0.009,Asia,Africa
LBN,AUS,1.611,Asia,Oceania
LBN,AUT,0.374,Asia,Europe
LBN,BEL,0.136,Asia,Europe
LBN,BRA,34.260000000000005,Asia,South America
LBN,CAN,0.008,Asia,North America
LBN,CYP,0.184,Asia,Asia
LBN,BEN,0.19,Asia,Africa
LBN,FRA,1.956,Asia,Europe
LBN,DEU,0.784,Asia,Europe
LBN,GHA,0.45,Asia,Africa
LBN,CIV,0.056,Asia,Africa
LBN,JOR,1952.4759999999999,Asia,Asia
LBN,SYC,0.087,Asia,Africa
LBN,ESP,0.134,Asia,Europe
LBN,SWE,1.71,Asia,Europe
LBN,CHE,2.2009999999999996,Asia,Europe
LBN,ARE,0.601,Asia,Asia
LBN,TUR,777.063,Asia,Asia
LBN,GBR,34.312,Asia,Europe
LSO,ZAF,0.311,Africa,Africa
LVA,DZA,6038.7,Europe,Africa
LVA,AGO,3180.231,Europe,Africa
LVA,BHR,6540.61,Europe,Asia
LVA,BEL,876.682,Europe,Europe
LVA,BGR,34.402,Europe,Europe
LVA,BDI,652.514,Europe,Africa
LVA,COG,5997.259,Europe,Africa
LVA,COD,6308.239,Europe,Africa
LVA,DNK,2227.651,Europe,Europe
LVA,EST,2460.596,Europe,Europe
LVA,FIN,10249.909,Europe,Europe
LVA,FRA,1237.008,Europe,Europe
LVA,DEU,12524.294,Europe,Europe
LVA,GRC,4.822,Europe,Europe
LVA,IRL,1718.315,Europe,Europe
LVA,ITA,0.652,Europe,Europe
LVA,KEN,32494.857,Europe,Africa
LVA,LTU,6742.356,Europe,Europe
LVA,MWI,291.628,Europe,Africa
LVA,MRT,8342.557,Europe,Africa
LVA,MOZ,7781.857,Europe,Africa
LVA,NLD,125.996,Europe,Europe
LVA,NER,3506.088,Europe,Africa
LVA,NGA,68152.21,Europe,Africa
LVA,NOR,1347.867,Europe,Europe
LVA,MHL,1948.604,Europe,Oceania
LVA,POL,444.475,Europe,Europe
LVA,PRT,11395.437,Europe,Europe
LVA,RWA,647.297,Europe,Africa
LVA,SAU,98643.045,Europe,Asia
LVA,ZAF,18394.995,Europe,Africa
LVA,ZWE,418.001,Europe,Africa
LVA,ESP,32245.847,Europe,Europe
LVA,SDN,12736.122,Europe,Africa
LVA,SWE,6761.586,Europe,Europe
LVA,TUR,49343.972,Europe,Asia
LVA,GBR,23197.91,Europe,Europe
LVA,TZA,7700.045,Europe,Africa
LTU,AUT,211.214,Europe,Europe
LTU,BLR,0.032,Europe,Europe
LTU,CHN,51102.912,Europe,Asia
LTU,CZE,44.437000000000005,Europe,Europe
LTU,DNK,2126.324,Europe,Europe
LTU,EST,348.24,Europe,Europe
LTU,FIN,1.888,Europe,Europe
LTU,FRA,6561.223,Europe,Europe
LTU,DEU,13922.943,Europe,Europe
LTU,HKG,0.04,Europe,Asia
LTU,IDN,0.042,Europe,Asia
LTU,ISR,27544.314,Europe,Asia
LTU,ITA,14916.478,Europe,Europe
LTU,KEN,10371.833,Europe,Africa
LTU,LVA,73666.76199999999,Europe,Europe
LTU,LBY,6839.138,Europe,Africa
LTU,LUX,3.18,Europe,Europe
LTU,MAR,6475.486,Europe,Africa
LTU,MOZ,1868.474,Europe,Africa
LTU,NLD,6380.522,Europe,Europe
LTU,NGA,25663.755,Europe,Africa
LTU,NOR,3569.157,Europe,Europe
LTU,POL,3857.43,Europe,Europe
LTU,PRT,5767.51,Europe,Europe
LTU,RUS,101.111,Europe,Asia
LTU,SAU,180796.802,Europe,Asia
LTU,ZAF,61520.182,Europe,Africa
LTU,ESP,87107.862,Europe,Europe
LTU,SDN,47472.075,Europe,Africa
LTU,SWZ,867.312,Europe,Africa
LTU,SWE,2680.528,Europe,Europe
LTU,CHE,1.667,Europe,Europe
LTU,TUR,62357.615,Europe,Asia
LTU,GBR,658.075,Europe,Europe
LUX,BEL,895.641,Europe,Europe
LUX,DNK,379.204,Europe,Europe
LUX,FRA,418.32399999999996,Europe,Europe
LUX,DEU,5604.058,Europe,Europe
LUX,ITA,16.569000000000003,Europe,Europe
LUX,LTU,24.998,Europe,Europe
LUX,NLD,1608.4920000000002,Europe,Europe
LUX,ESP,941.275,Europe,Europe
MYS,BRN,32.089,Asia,Asia
MYS,FIN,0.066,Asia,Europe
MYS,IDN,0.084,Asia,Asia
MYS,PHL,305.102,Asia,Asia
MYS,SGP,1133.145,Asia,Asia
MYS,THA,64.64,Asia,Asia
MLT,GRC,5.047,Europe,Europe
MLT,NLD,0.158,Europe,Europe
MEX,CAN,0.075,North America,North America
MEX,CHL,1.09,North America,South America
MEX,CHN,1.891,North America,Asia
MEX,FRA,0.989,North America,Europe
MEX,GTM,9864.163,North America,North America
MEX,ISR,0.902,North America,Asia
MEX,ITA,10089.633,North America,Europe
MEX,MAR,0.109,North America,Africa
MEX,NLD,0.098,North America,Europe
MEX,PRY,0.562,North America,South America
MEX,IND,0.247,North America,Asia
MEX,ZAF,0.02,North America,Africa
MEX,ZWE,0.002,North America,Africa
MEX,ESP,0.9299999999999999,North America,Europe
MEX,TUN,0.092,North America,Africa
MEX,TUR,102943.472,North America,Asia
MEX,USA,8.203,North America,North America
MEX,URY,0.641,North America,South America
MEX,ZMB,0.148,North America,Africa
MDA,AUT,308.474,Europe,Europe
MDA,BGR,40.632,Europe,Europe
MDA,MMR,3899.171,Europe,Asia
MDA,KHM,163.651,Europe,Asia
MDA,CYP,975.558,Europe,Asia
MDA,DNK,1113.928,Europe,Europe
MDA,GRC,15550.313,Europe,Europe
MDA,IDN,28280.607,Europe,Asia
MDA,ITA,41619.609,Europe,Europe
MDA,MYS,9504.299,Europe,Asia
MDA,NLD,484.668,Europe,Europe
MDA,PHL,262.123,Europe,Asia
MDA,ROU,2454.152,Europe,Europe
MDA,RUS,4.44,Europe,Asia
MDA,THA,2542.135,Europe,Asia
MDA,ARE,133.922,Europe,Asia
MDA,TUN,3135.3070000000002,Europe,Africa
MDA,TUR,5640.49,Europe,Asia
MNE,SRB,1.825,Europe,Europe
MAR,BEL,0.071,Africa,Europe
MAR,FRA,0.794,Africa,Europe
MAR,GHA,0.26,Africa,Africa
MAR,ESP,50.902,Africa,Europe
MAR,ARE,22.006,Africa,Asia
MAR,ZMB,0.33,Africa,Africa
NAM,LUX,0.548,Africa,Europe
NAM,ZAF,0.028999999999999998,Africa,Africa
NPL,KOR,0.004,Asia,Asia
NPL,GBR,3.506,Asia,Europe
NLD,AUT,7.111999999999999,Europe,Europe
NLD,BEL,30964.425000000003,Europe,Europe
NLD,BIH,0.152,Europe,Europe
NLD,BRN,5.238,Europe,Asia
NLD,BGR,2.0719999999999996,Europe,Europe
NLD,CAN,0.624,Europe,North America
NLD,CHN,20.904,Europe,Asia
NLD,HRV,1.913,Europe,Europe
NLD,CYP,5.535,Europe,Asia
NLD,CZE,90.009,Europe,Europe
NLD,DNK,3354.321,Europe,Europe
NLD,EST,0.982,Europe,Europe
NLD,FIN,4.039,Europe,Europe
NLD,FRA,3536.243,Europe,Europe
NLD,DEU,39380.129,Europe,Europe
NLD,GHA,0.01,Europe,Africa
NLD,GRC,246.043,Europe,Europe
NLD,HUN,0.179,Europe,Europe
NLD,ISL,18.497,Europe,Europe
NLD,IRL,462.614,Europe,Europe
NLD,ISR,649.13,Europe,Asia
NLD,ITA,109.601,Europe,Europe
NLD,JPN,35.202,Europe,Asia
NLD,KEN,0.009,Europe,Africa
NLD,KOR,0.017,Europe,Asia
NLD,KWT,1.309,Europe,Asia
NLD,LVA,822.44,Europe,Europe
NLD,LTU,2.278,Europe,Europe
NLD,LUX,5006.915,Europe,Europe
NLD,MLT,0.821,Europe,Europe
NLD,ABW,0.62,Europe,North America
NLD,NOR,39.333,Europe,Europe
NLD,POL,401.25600000000003,Europe,Europe
NLD,PRT,24.276,Europe,Europe
NLD,ROU,77.334,Europe,Europe
NLD,RWA,0.419,Europe,Africa
NLD,SAU,0.105,Europe,Asia
NLD,SRB,0.354,Europe,Europe
NLD,SVK,1.776,Europe,Europe
NLD,SVN,1.795,Europe,Europe
NLD,ZAF,0.022,Europe,Africa
NLD,ESP,4792.555,Europe,Europe
NLD,SWZ,660.78,Europe,Africa
NLD,SWE,2701.255,Europe,Europe
NLD,CHE,1.814,Europe,Europe
NLD,GBR,3799.718,Europe,Europe
NLD,URY,0.169,Europe,South America
NZL,AUS,257.674,Oceania,Oceania
NZL,CAN,29.684,Oceania,North America
NZL,COK,0.249,Oceania,Oceania
NZL,DNK,1.703,Oceania,Europe
NZL,FIN,1.046,Oceania,Europe
NZL,MYS,17.28,Oceania,Asia
NZL,NLD,104.928,Oceania,Europe
NZL,VUT,0.032,Oceania,Oceania
NZL,NOR,4.323,Oceania,Europe
NZL,SGP,26.336,Oceania,Asia
NZL,GBR,7.2010000000000005,Oceania,Europe
NZL,USA,1.581,Oceania,North America
NZL,WSM,0.769,Oceania,Oceania
NIC,CRI,0.004,North America,North America
NIC,SLV,1.48,North America,North America
NGA,BEL,0.512,Africa,Europe
NGA,DNK,0.001,Africa,Europe
NGA,KOR,0.007,Africa,Asia
NGA,NLD,0.098,Africa,Europe
NGA,ZAF,0.077,Africa,Africa
NGA,ARE,0.08,Africa,Asia
NGA,GBR,0.346,Africa,Europe
NOR,AUT,0.311,Europe,Europe
NOR,DNK,0.021,Europe,Europe
NOR,FIN,0.021,Europe,Europe
NOR,ISL,1.611,Europe,Europe
NOR,SWE,132.155,Europe,Europe
PAK,AFG,9304.222,Asia,Asia
PAK,LKA,11544.496000000001,Asia,Asia
PAK,IDN,14162.254,Asia,Asia
PAK,KAZ,18.318,Asia,Asia
PAK,JOR,109.029,Asia,Asia
PAK,KWT,18.043,Asia,Asia
PAK,MYS,5414.165,Asia,Asia
PAK,OMN,9510.226999999999,Asia,Asia
PAK,QAT,5131.8460000000005,Asia,Asia
PAK,SOM,296.63100000000003,Asia,Africa
PAK,ARE,25116.81,Asia,Asia
PAK,USA,17.348,Asia,North America
PAN,JAM,1.556,North America,North America
PNG,AUS,231.463,Oceania,Oceania
PNG,FJI,148.984,Oceania,Oceania
PRY,BOL,549.835,South America,South America
PRY,BRA,77396.201,South America,South America
PRY,VGB,10.011,South America,North America
PRY,VNM,4594.428,South America,Asia
PRY,URY,4.542,South America,South America
PER,AUS,1.218,South America,Oceania
PER,BEL,1.195,South America,Europe
PER,CAN,1.44,South America,North America
PER,CHL,5.024,South America,South America
PER,ECU,30.791,South America,South America
PER,ISL,1.178,South America,Europe
PER,ITA,0.29500000000000004,South America,Europe
PER,JPN,5.129,South America,Asia
PER,NLD,0.006,South America,Europe
PER,ABW,0.128,South America,North America
PER,ESP,25.928,South America,Europe
PER,USA,81.257,South America,North America
PHL,KOR,0.002,Asia,Asia
POL,DZA,13568.579,Europe,Africa
POL,AUS,1.191,Europe,Oceania
POL,AUT,593.918,Europe,Europe
POL,BEL,347.74199999999996,Europe,Europe
POL,BGR,0.371,Europe,Europe
POL,BDI,628.503,Europe,Africa
POL,BLR,116.807,Europe,Europe
POL,CAN,0.252,Europe,North America
POL,CHL,0.003,Europe,South America
POL,COG,0.047,Europe,Africa
POL,CUB,27017.643,Europe,North America
POL,CZE,1240.661,Europe,Europe
POL,DNK,447.011,Europe,Europe
POL,EST,1294.128,Europe,Europe
POL,FIN,84.819,Europe,Europe
POL,FRA,37.875,Europe,Europe
POL,DEU,113606.043,Europe,Europe
POL,GRC,3365.833,Europe,Europe
POL,HUN,0.469,Europe,Europe
POL,ISL,1342.565,Europe,Europe
POL,IRL,133.734,Europe,Europe
POL,ITA,2477.701,Europe,Europe
POL,KAZ,15.125,Europe,Asia
POL,KEN,23462.962,Europe,Africa
POL,KWT,9.493,Europe,Asia
POL,LVA,110.652,Europe,Europe
POL,LTU,223.73499999999999,Europe,Europe
POL,MRT,6712.208,Europe,Africa
POL,MDA,20.096,Europe,Europe
POL,MAR,6586.014,Europe,Africa
POL,NAM,3944.118,Europe,Africa
POL,NLD,1893.813,Europe,Europe
POL,NGA,9982.402,Europe,Africa
POL,NOR,19252.295,Europe,Europe
POL,PRT,3223.563,Europe,Europe
POL,ROU,29.73,Europe,Europe
POL,RUS,189.83499999999998,Europe,Asia
POL,RWA,1008.114,Europe,Africa
POL,SAU,134143.814,Europe,Asia
POL,SRB,0.126,Europe,Europe
POL,SVK,35.533,Europe,Europe
POL,SVN,0.12,Europe,Europe
POL,ZAF,9706.301,Europe,Africa
POL,ESP,16204.724,Europe,Europe
POL,SWE,3774.357,Europe,Europe
POL,CHE,0.139,Europe,Europe
POL,TUR,8529.853,Europe,Asia
POL,UKR,176.456,Europe,Europe
POL,EGY,35260.511,Europe,Africa
POL,GBR,314.88800000000003,Europe,Europe
POL,TZA,6823.71,Europe,Africa
POL,USA,0.927,Europe,North America
PRT,AGO,1.343,Europe,Africa
PRT,BEL,4.782,Europe,Europe
PRT,CPV,0.15400000000000003,Europe,Africa
PRT,DNK,39.539,Europe,Europe
PRT,GNQ,0.699,Europe,Africa
PRT,EST,34.693,Europe,Europe
PRT,FRA,44.626000000000005,Europe,Europe
PRT,DEU,0.195,Europe,Europe
PRT,IRL,0.043,Europe,Europe
PRT,ITA,71.46600000000001,Europe,Europe
PRT,LUX,0.7,Europe,Europe
PRT,NLD,46.734,Europe,Europe
PRT,ESP,4795.099,Europe,Europe
PRT,CHE,0.448,Europe,Europe
PRT,GBR,0.002,Europe,Europe
ROU,AZE,27.102,Europe,Asia
ROU,AUT,5602.996999999999,Europe,Europe
ROU,BGD,10447.828,Europe,Asia
ROU,BEL,707.489,Europe,Europe
ROU,BGR,6565.634,Europe,Europe
ROU,MMR,2577.517,Europe,Asia
ROU,CAN,0.598,Europe,North America
ROU,LKA,11349.247,Europe,Asia
ROU,COG,1185.928,Europe,Africa
ROU,HRV,15.485,Europe,Europe
ROU,CYP,1796.821,Europe,Asia
ROU,CZE,861.766,Europe,Europe
ROU,DNK,5.755,Europe,Europe
ROU,ETH,61888.627,Europe,Africa
ROU,FRA,14205.44,Europe,Europe
ROU,DJI,3125.522,Europe,Africa
ROU,DEU,24005.934999999998,Europe,Europe
ROU,GRC,17756.073,Europe,Europe
ROU,HUN,2223.705,Europe,Europe
ROU,IRL,4322.125999999999,Europe,Europe
ROU,ISR,28409.335,Europe,Asia
ROU,ITA,62882.239,Europe,Europe
ROU,JPN,7686.44,Europe,Asia
ROU,JOR,270243.868,Europe,Asia
ROU,KEN,6930.191,Europe,Africa
ROU,KOR,37419.315,Europe,Asia
ROU,KWT,6400.026,Europe,Asia
ROU,LBN,23980.562,Europe,Asia
ROU,LBR,1397.919,Europe,Africa
ROU,LBY,17389.458,Europe,Africa
ROU,LUX,0.006,Europe,Europe
ROU,MLT,17.286,Europe,Europe
ROU,MDA,242.534,Europe,Europe
ROU,NLD,19070.385000000002,Europe,Europe
ROU,NOR,30.052,Europe,Europe
ROU,PHL,41075.743,Europe,Asia
ROU,POL,223.436,Europe,Europe
ROU,PRT,6354.931,Europe,Europe
ROU,QAT,4262.672,Europe,Asia
ROU,SRB,20.815,Europe,Europe
ROU,SVK,29.987,Europe,Europe
ROU,VNM,19522.09,Europe,Asia
ROU,SVN,2.25,Europe,Europe
ROU,ESP,73004.004,Europe,Europe
ROU,SDN,96839.656,Europe,Africa
ROU,SWE,0.054,Europe,Europe
ROU,CHE,1251.595,Europe,Europe
ROU,SYR,21767.05,Europe,Asia
ROU,THA,52626.726,Europe,Asia
ROU,TUN,5173.059,Europe,Africa
ROU,TUR,5338.889999999999,Europe,Asia
ROU,UGA,2131.533,Europe,Africa
ROU,UKR,251.414,Europe,Europe
ROU,MKD,8.943,Europe,Europe
ROU,EGY,298715.243,Europe,Africa
ROU,GBR,5998.424999999999,Europe,Europe
ROU,USA,0.025,Europe,North America
ROU,YEM,9607.614,Europe,Asia
RUS,ALB,36605.63,Asia,Europe
RUS,DZA,5.907,Asia,Africa
RUS,AGO,15609.397,Asia,Africa
RUS,AZE,264654.49,Asia,Asia
RUS,AUT,11.175,Asia,Europe
RUS,BGD,524626.009,Asia,Asia
RUS,ARM,59190.418000000005,Asia,Asia
RUS,BRA,17859.528,Asia,South America
RUS,BGR,580.271,Asia,Europe
RUS,MMR,2549.785,Asia,Asia
RUS,BDI,4985.248,Asia,Africa
RUS,BLR,54009.051999999996,Asia,Europe
RUS,KHM,158.301,Asia,Asia
RUS,CMR,78057.451,Asia,Africa
RUS,CPV,1142.497,Asia,Africa
RUS,LKA,46647.21,Asia,Asia
RUS,CHN,10848.559000000001,Asia,Asia
RUS,COG,31898.485,Asia,Africa
RUS,COD,24942.438,Asia,Africa
RUS,CYP,11048.635,Asia,Asia
RUS,BEN,4546.025,Asia,Africa
RUS,DNK,1753.115,Asia,Europe
RUS,ETH,12719.041,Asia,Africa
RUS,EST,22.807,Asia,Europe
RUS,FIN,13.419,Asia,Europe
RUS,FRA,250.549,Asia,Europe
RUS,DJI,24389.794,Asia,Africa
RUS,GAB,1557.6,Asia,Africa
RUS,GEO,86488.648,Asia,Asia
RUS,GMB,8303.263,Asia,Africa
RUS,DEU,652.1270000000001,Asia,Europe
RUS,GHA,43384.827,Asia,Africa
RUS,GRC,41862.638,Asia,Europe
RUS,GIN,30913.673,Asia,Africa
RUS,HTI,6277.804,Asia,North America
RUS,HUN,15.898,Asia,Europe
RUS,IDN,72056.678,Asia,Asia
RUS,IRN,14180.479000000001,Asia,Asia
RUS,IRL,2190.062,Asia,Europe
RUS,ISR,74141.47099999999,Asia,Asia
RUS,ITA,22805.969,Asia,Europe
RUS,CIV,23408.695,Asia,Africa
RUS,JPN,9812.291,Asia,Asia
RUS,KAZ,53696.99,Asia,Asia
RUS,JOR,1448.923,Asia,Asia
RUS,KEN,101203.335,Asia,Africa
RUS,PRK,3747.512,Asia,Asia
RUS,KOR,1827.429,Asia,Asia
RUS,KGZ,4110.257,Asia,Asia
RUS,LAO,1421.748,Asia,Asia
RUS,LBN,83252.493,Asia,Asia
RUS,LVA,107782.95700000001,Asia,Europe
RUS,LBR,2431.65,Asia,Africa
RUS,LBY,48502.563,Asia,Africa
RUS,LTU,28670.197,Asia,Europe
RUS,MDG,11757.665,Asia,Africa
